id,timestamp,circles
56161,1398856025.7017357,[{'idp': 1, 'x': 0.3750000000000009, 'y': 1.958333333333333, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 6.333333333333333, 'y': 1.5416666666666656, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 7.0, 'y': 1.083333333333334, 'r': 0.3999999999999999, 'type': 1}]
56162,1398856025.7418268,[{'idp': 1, 'x': 0.33767242456523183, 'y': 2.0734927579689333, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 6.316168961812156, 'y': 1.528530467455409, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.943102479429157, 'y': 1.145183147816271, 'r': 0.3999999999999999, 'type': 1}]
56163,1398856025.7485673,[{'idp': 1, 'x': 0.32865659324485597, 'y': 2.075364042196677, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 6.265219661843771, 'y': 1.530772632255819, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.915936283768202, 'y': 1.1409366235922414, 'r': 0.3999999999999999, 'type': 1}]
56164,1398856025.7857645,[{'idp': 1, 'x': 0.3148721375715424, 'y': 2.0750265976230686, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 6.24789944145967, 'y': 1.5264029435080428, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.887523508017949, 'y': 1.136342791809939, 'r': 0.3999999999999999, 'type': 1}]
56165,1398856025.8256764,[{'idp': 1, 'x': 0.3014957370016247, 'y': 2.077009703354744, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 6.233514879382305, 'y': 1.5084558359503686, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.849699669830487, 'y': 1.130446760465893, 'r': 0.3999999999999999, 'type': 1}]
56166,1398856025.8256965,[{'idp': 1, 'x': 0.29112585770666, 'y': 2.0639968005353393, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 6.2097077853900595, 'y': 1.5026880240470208, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.8193615317970995, 'y': 1.1256754403994096, 'r': 0.3999999999999999, 'type': 1}]
56167,1398856025.865743,[{'idp': 1, 'x': 0.2731521565278583, 'y': 2.06766027393402, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 6.181711311134195, 'y': 1.5100172625248631, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.794588970208157, 'y': 1.1218323180412804, 'r': 0.3999999999999999, 'type': 1}]
56168,1398856025.872451,[{'idp': 1, 'x': 0.25669101274946815, 'y': 2.0828963882329576, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 6.1549610339948435, 'y': 1.5035218173381382, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.76744302189838, 'y': 1.1174561626118318, 'r': 0.3999999999999999, 'type': 1}]
56169,1398856025.909734,[{'idp': 1, 'x': 0.24021227321596506, 'y': 2.059127710812183, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 6.132208355680973, 'y': 1.49779947041772, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.7397229897868804, 'y': 1.1130477679211381, 'r': 0.3999999999999999, 'type': 1}]
56170,1398856025.9497435,[{'idp': 1, 'x': 0.22158190418903656, 'y': 2.051850764384915, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 6.099303079960348, 'y': 1.5041152918366651, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.707666004347834, 'y': 1.1232084272533682, 'r': 0.3999999999999999, 'type': 1}]
56171,1398856025.9497874,[{'idp': 1, 'x': 0.20344141464166077, 'y': 2.0514984030560335, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 6.078322215534935, 'y': 1.4991192638698148, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.679774850660404, 'y': 1.1186445669949352, 'r': 0.3999999999999999, 'type': 1}]
56172,1398856025.9897573,[{'idp': 1, 'x': 0.18477287855334978, 'y': 2.042840429109507, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 6.054721476476541, 'y': 1.4934099797522493, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.651780161169347, 'y': 1.1143022457061225, 'r': 0.3999999999999999, 'type': 1}]
56173,1398856025.9984126,[{'idp': 1, 'x': 0.17078425611853465, 'y': 2.0328297679053042, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 6.0383146949653055, 'y': 1.4892509043591828, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.629059257741988, 'y': 1.1252852763549592, 'r': 0.3999999999999999, 'type': 1}]
56174,1398856026.0377746,[{'idp': 1, 'x': 0.15291560119851333, 'y': 2.0278213416819013, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 6.001247572193518, 'y': 1.4940733226780045, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.6037876915332845, 'y': 1.0915512420455564, 'r': 0.3999999999999999, 'type': 1}]
56175,1398856026.077705,[{'idp': 1, 'x': 0.1389517796258044, 'y': 2.010848777219225, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.989125210255144, 'y': 1.4772809650733598, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.583828389444843, 'y': 1.088372975196401, 'r': 0.3999999999999999, 'type': 1}]
56176,1398856026.0777361,[{'idp': 1, 'x': 0.11703361091432773, 'y': 2.0126796143834524, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.966871569603058, 'y': 1.4719972365611311, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.562056426858856, 'y': 1.084777304829574, 'r': 0.3999999999999999, 'type': 1}]
56177,1398856026.1177516,[{'idp': 1, 'x': 0.09853631209608027, 'y': 1.9739426342013466, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.946250934370365, 'y': 1.4674115106009245, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.532576926576499, 'y': 1.080072887371455, 'r': 0.3999999999999999, 'type': 1}]
56178,1398856026.1234128,[{'idp': 1, 'x': 0.08152325859778431, 'y': 1.9601634274357926, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.919293443645383, 'y': 1.4608501539686047, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.508136776882633, 'y': 1.0759653103042166, 'r': 0.3999999999999999, 'type': 1}]
56179,1398856026.1617284,[{'idp': 1, 'x': 0.06667721227509249, 'y': 2.0028573062789268, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.896053869884488, 'y': 1.4553947999477912, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.489872484590911, 'y': 1.0730387794860996, 'r': 0.3999999999999999, 'type': 1}]
56180,1398856026.2017305,[{'idp': 1, 'x': 0.06390544586330371, 'y': 2.0377983476405737, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.857506384697329, 'y': 1.4596005012143265, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.459220521043248, 'y': 1.0679792259126342, 'r': 0.3999999999999999, 'type': 1}]
56181,1398856026.2017586,[{'idp': 1, 'x': 0.05548492839765995, 'y': 2.06478425037403, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.835867188673154, 'y': 1.4545046551810437, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.436387411114892, 'y': 1.0642249483367983, 'r': 0.3999999999999999, 'type': 1}]
56182,1398856026.2417636,[{'idp': 1, 'x': 0.05145328269537286, 'y': 2.08730196327908, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.811256298221485, 'y': 1.4486797818532815, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.409556945076236, 'y': 1.0596974639089174, 'r': 0.3999999999999999, 'type': 1}]
56183,1398856026.24942,[{'idp': 1, 'x': 0.041890791212744194, 'y': 2.082724935915674, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.772790620800472, 'y': 1.4598959989503157, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.387210048930189, 'y': 1.0560662457519943, 'r': 0.3999999999999999, 'type': 1}]
56184,1398856026.285699,[{'idp': 1, 'x': 0.037533792764237184, 'y': 2.1034428261130977, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.747022103873151, 'y': 1.4653458332862268, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.360746076708588, 'y': 1.051512886845991, 'r': 0.3999999999999999, 'type': 1}]
56185,1398856026.3257565,[{'idp': 1, 'x': 0.033335859859313643, 'y': 2.14084831909628, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.735140981991753, 'y': 1.4436262406873301, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.33472349199681, 'y': 1.0329659235803912, 'r': 0.3999999999999999, 'type': 1}]
56186,1398856026.3257856,[{'idp': 2, 'x': 5.709943838911345, 'y': 1.45080042715642, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.310101440486118, 'y': 1.0146111130982338, 'r': 0.3999999999999999, 'type': 1}]
56187,1398856026.3657515,[{'idp': 2, 'x': 5.675975341250705, 'y': 1.4684950571673272, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.297498202418941, 'y': 1.0124682406885865, 'r': 0.3999999999999999, 'type': 1}]
56188,1398856026.3741462,[{'idp': 2, 'x': 5.6450211894392925, 'y': 1.4758362416340787, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.273747599389365, 'y': 1.0085695812529916, 'r': 0.3999999999999999, 'type': 1}]
56189,1398856026.4138508,[{'idp': 2, 'x': 5.608383097350245, 'y': 1.4899013012047058, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.255219361375694, 'y': 1.0054898586775618, 'r': 0.3999999999999999, 'type': 1}]
56190,1398856026.453748,[{'idp': 2, 'x': 5.585744637719854, 'y': 1.4837911444292895, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.236693076507038, 'y': 1.002393097125569, 'r': 0.3999999999999999, 'type': 1}]
56191,1398856026.4537833,[{'idp': 2, 'x': 5.55880412767374, 'y': 1.489871085372696, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.222958736687156, 'y': 1.0142790973570048, 'r': 0.3999999999999999, 'type': 1}]
56192,1398856026.4937515,[{'idp': 2, 'x': 5.533024648594582, 'y': 1.4955344279634342, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.2006174842988475, 'y': 1.010477638574474, 'r': 0.3999999999999999, 'type': 1}]
56193,1398856026.4991493,[{'idp': 2, 'x': 5.509965881166261, 'y': 1.4893754541628113, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.178330449335181, 'y': 0.9928780215620447, 'r': 0.3999999999999999, 'type': 1}]
56194,1398856026.5377674,[{'idp': 2, 'x': 5.50043240996267, 'y': 1.4869745432853776, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.161775920744075, 'y': 1.0039176166431862, 'r': 0.3999999999999999, 'type': 1}]
56195,1398856026.5777562,[{'idp': 2, 'x': 5.48501230546716, 'y': 1.4825801214223255, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.137893955576754, 'y': 1.000039976618745, 'r': 0.3999999999999999, 'type': 1}]
56196,1398856026.5777876,[{'idp': 2, 'x': 5.479827566287991, 'y': 1.4816405704597368, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.124362879756791, 'y': 0.9976998559100148, 'r': 0.3999999999999999, 'type': 1}]
56197,1398856026.6176903,[{'idp': 2, 'x': 5.44271173225148, 'y': 1.4848839463942265, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.110092039462415, 'y': 0.9953344484019877, 'r': 0.3999999999999999, 'type': 1}]
56198,1398856026.625979,[{'idp': 2, 'x': 5.435826072196759, 'y': 1.4699188528718987, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.096402711508382, 'y': 0.9931391794615063, 'r': 0.3999999999999999, 'type': 1}]
56199,1398856026.665735,[{'idp': 2, 'x': 5.420443435539461, 'y': 1.4658823439709212, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.086607581912833, 'y': 0.9914970865478967, 'r': 0.3999999999999999, 'type': 1}]
56200,1398856026.705695,[{'idp': 2, 'x': 5.407344050475005, 'y': 1.4623741523090228, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.0734516159463965, 'y': 0.9893438923861941, 'r': 0.3999999999999999, 'type': 1}]
56201,1398856026.7057207,[{'idp': 2, 'x': 5.396339987804188, 'y': 1.4507676589730134, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.064957758666272, 'y': 0.9880033095694363, 'r': 0.3999999999999999, 'type': 1}]
56202,1398856026.7457416,[{'idp': 2, 'x': 5.387225952998733, 'y': 1.4484542518254662, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.048847618696902, 'y': 0.9853362850518965, 'r': 0.3999999999999999, 'type': 1}]
56203,1398856026.7490396,[{'idp': 2, 'x': 5.3730706565047885, 'y': 1.4447568237238695, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.033740867106809, 'y': 0.9827204037552661, 'r': 0.3999999999999999, 'type': 1}]
56204,1398856026.7857628,[{'idp': 2, 'x': 5.357252105512879, 'y': 1.416492154542468, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.020058249403563, 'y': 0.9804843835065435, 'r': 0.3999999999999999, 'type': 1}]
56205,1398856026.8257365,[{'idp': 2, 'x': 5.353774439660947, 'y': 1.399167645959587, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 6.017438992250779, 'y': 0.9665752387746296, 'r': 0.3999999999999999, 'type': 1}]
56206,1398856026.8257627,[{'idp': 2, 'x': 5.3392395280358285, 'y': 1.3586254568179479, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 5.997843476232648, 'y': 0.9498257322444226, 'r': 0.3999999999999999, 'type': 1}]
56207,1398856026.8657658,[{'idp': 2, 'x': 5.31777601963258, 'y': 1.368061274956378, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 5.982446484131461, 'y': 0.947337616551196, 'r': 0.3999999999999999, 'type': 1}]
56208,1398856026.8734224,[{'idp': 2, 'x': 5.2896030727983945, 'y': 1.373377101879496, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 5.971278033518006, 'y': 0.9186202294083201, 'r': 0.3999999999999999, 'type': 1}]
56209,1398856026.9098299,[{'idp': 2, 'x': 5.2713264428830575, 'y': 1.3595236095908003, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 5.958899587416921, 'y': 0.9166652680672627, 'r': 0.3999999999999999, 'type': 1}]
56210,1398856026.949745,[{'idp': 2, 'x': 5.2465032468367205, 'y': 1.3479020752138338, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 5.94112032784696, 'y': 0.9006345279949302, 'r': 0.3999999999999999, 'type': 1}]
56211,1398856026.9897604,[{'idp': 2, 'x': 5.239578208032631, 'y': 1.3362941749168233, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 5.931369533903461, 'y': 0.8856873720030034, 'r': 0.3999999999999999, 'type': 1}]
56212,1398856026.9897885,[{'idp': 2, 'x': 5.227319446573353, 'y': 1.3219460342136724, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 5.919528476971401, 'y': 0.8706650032035346, 'r': 0.3999999999999999, 'type': 1}]
56213,1398856027.0298147,[{'idp': 2, 'x': 5.2022177340402, 'y': 1.3022358181825155, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 5.897904368916915, 'y': 0.8675016349060916, 'r': 0.3999999999999999, 'type': 1}]
56214,1398856027.029843,[{'idp': 2, 'x': 5.1885178645818915, 'y': 1.3021016434086996, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 5.888368072453751, 'y': 0.8528348451128265, 'r': 0.3999999999999999, 'type': 1}]
56215,1398856027.0697858,[{'idp': 2, 'x': 5.180798122744468, 'y': 1.271513437698193, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 5.878239175009751, 'y': 0.8511584357092228, 'r': 0.3999999999999999, 'type': 1}]
56216,1398856027.0734143,[{'idp': 2, 'x': 5.156736213653268, 'y': 1.265658231573672, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 5.867376520097631, 'y': 0.8494347188847029, 'r': 0.3999999999999999, 'type': 1}]
56217,1398856027.1097643,[{'idp': 2, 'x': 5.142738905836555, 'y': 1.2705479407035702, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 5.8532864471460755, 'y': 0.8471983692694418, 'r': 0.3999999999999999, 'type': 1}]
56218,1398856027.149719,[{'idp': 2, 'x': 5.115815207576178, 'y': 1.2503798825708068, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 5.83579287383148, 'y': 0.8447603715780749, 'r': 0.3999999999999999, 'type': 1}]
56219,1398856027.1497478,[{'idp': 2, 'x': 5.09740121638024, 'y': 1.2402454559536502, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 5.818134154875629, 'y': 0.842054503422196, 'r': 0.3999999999999999, 'type': 1}]
56220,1398856027.189766,[{'idp': 2, 'x': 5.070152536573021, 'y': 1.2545030797767542, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 5.800852065802293, 'y': 0.8395434293760506, 'r': 0.3999999999999999, 'type': 1}]
56221,1398856027.199153,[{'idp': 2, 'x': 5.045252856310123, 'y': 1.2483732827543625, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 5.775186181047587, 'y': 0.8488653844679028, 'r': 0.3999999999999999, 'type': 1}]
56222,1398856027.237735,[{'idp': 2, 'x': 5.021284410339848, 'y': 1.2424702195472226, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 5.758505256698275, 'y': 0.8464489710243295, 'r': 0.3999999999999999, 'type': 1}]
56223,1398856027.2777503,[{'idp': 2, 'x': 5.00085050974973, 'y': 1.2695431527225365, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 5.743097116487772, 'y': 0.8442152146877135, 'r': 0.3999999999999999, 'type': 1}]
